gene	merged_name	type	start	end	strand	UTR length on 5' end	UTR length on 3' end	UTR length before start	UTR length after end
BSGatlas-gene-1447	yjfB	CDS	1283169	1283336	-	22	59	59	22
BSGatlas-gene-1449	yjgA	CDS	1284371	1284769	-	100	0	0	100
BSGatlas-gene-145	rplK	CDS	118591	119016	+	140	94	140	94
BSGatlas-gene-1450	yjgB	CDS	1284870	1285445	-	35	100	100	35
BSGatlas-gene-1451	yjgC	CDS	1285591	1288548	+	50	0	50	0
BSGatlas-gene-1452	yjgD	CDS	1288541	1289101	+	0	16	0	16
BSGatlas-gene-1453	yjhA	CDS	1289298	1289939	+	40	78	40	78
BSGatlas-gene-1454	yjhB	CDS	1290018	1290644	+	78	25	78	25
BSGatlas-gene-1455	yjiA	CDS	1290675	1290953	-	467	1391	1391	467
BSGatlas-gene-1456	cypE	CDS	1291344	1292534	+	174	22	174	22
BSGatlas-gene-1457	ppuG	CDS	1292557	1293735	+	22	0	22	0
BSGatlas-gene-1458	yjzI	CDS	1293776	1293964	-	140	0	0	140
BSGatlas-gene-1459	yjjA	CDS	1294138	1294950	+	55	0	55	0
BSGatlas-gene-146	rplA	CDS	119111	119809	+	94	44	94	44
BSGatlas-gene-1462	yjlA	CDS	1296620	1297594	-	48	0	0	48
BSGatlas-gene-1463	yjlB	CDS	1297726	1298223	+	26	388	26	388
BSGatlas-gene-1464	yjlC	CDS	1298612	1299034	+	388	39	388	39
BSGatlas-gene-1465	ndh	CDS	1299074	1300252	+	39	22	39	22
BSGatlas-gene-1466	uxaC	CDS	1300450	1301871	+	308	67	308	67
BSGatlas-gene-1467	exuM	CDS	1301939	1303318	+	67	104	67	104
BSGatlas-gene-1468	yjmC	CDS	1303423	1304436	+	104	0	104	0
BSGatlas-gene-1469	yjmD	CDS	1304442	1305461	+	0	24	0	24
BSGatlas-gene-1470	uxuA	CDS	1305486	1306565	+	24	0	24	0
BSGatlas-gene-1471	uxuB	CDS	1306562	1307398	+	0	47	0	47
BSGatlas-gene-1472	exuT	CDS	1307446	1308714	+	47	87	47	87
BSGatlas-gene-1473	exuR	CDS	1308802	1309803	+	124	76	124	76
BSGatlas-gene-1474	uxaB	CDS	1309880	1311322	+	76	0	76	0
BSGatlas-gene-1475	uxaA	CDS	1311319	1312812	+	0	47	0	47
BSGatlas-gene-1476	yjnA	CDS	1312851	1313615	-	130	0	0	130
BSGatlas-gene-1477	yjoA	CDS	1313840	1314304	-	1543	26	26	1543
BSGatlas-gene-1478	yjoB	CDS	1314453	1315724	+	30	47	30	47
BSGatlas-gene-1479	rapA	CDS	1315869	1317005	+	32	0	32	0
BSGatlas-gene-148	rplJ	CDS	120061	120561	+	65	45	65	45
BSGatlas-gene-1480	phrA	CDS	1316995	1317129	+	0	30	0	30
BSGatlas-gene-1481	yjpA	CDS	1317157	1317414	-	29	0	0	29
BSGatlas-gene-1482	xlyB	CDS	1317535	1318488	+	39	27	39	27
BSGatlas-gene-1483	yjqA	CDS	1318528	1318905	-	36	54	54	36
BSGatlas-gene-1484	pghB	CDS	1319011	1319613	+	569	76	569	76
BSGatlas-gene-1485	xpdC	CDS	1319690	1320526	+	76	0	76	0
BSGatlas-gene-1487	xre	CDS	1321329	1321670	-	43	104	104	43
BSGatlas-gene-1488	yjzJ	CDS	1321848	1322027	+	59	0	59	0
BSGatlas-gene-149	rplL	CDS	120607	120978	+	45	0	45	0
BSGatlas-gene-1491	ykzK	CDS	1323550	1323717	+	0	84	0	84
BSGatlas-gene-1492	xkdD	CDS	1323802	1324152	+	84	0	84	0
BSGatlas-gene-1493	xtrA	CDS	1324149	1324355	+	0	97	0	97
BSGatlas-gene-1495	xtmA	CDS	1325096	1325893	+	92	0	92	0
BSGatlas-gene-1497	xkdE	CDS	1327195	1328682	+	0	19	0	19
BSGatlas-gene-1498	xkdF	CDS	1328702	1329529	+	464	25	464	25
BSGatlas-gene-1499	xkdG	CDS	1329555	1330490	+	25	21	25	21
BSGatlas-gene-1500	ykzL	CDS	1330512	1330895	+	21	0	21	0
BSGatlas-gene-1506	xkdM	CDS	1333804	1334247	+	0	91	0	91
BSGatlas-gene-1507	xkdN	CDS	1334339	1334785	+	91	29	91	29
BSGatlas-gene-1508	xkzB	CDS	1334815	1334964	+	29	1455	29	1455
BSGatlas-gene-151	rpoB	CDS	121919	125500	+	214	61	214	61
BSGatlas-gene-1512	xkdR	CDS	1340609	1340875	+	0	56	0	56
BSGatlas-gene-1513	xkdS	CDS	1340932	1341357	+	56	0	56	0
BSGatlas-gene-1519	xkdX	CDS	1345631	1345795	+	0	43	0	43
BSGatlas-gene-152	rpoC	CDS	125562	129161	+	61	0	61	0
BSGatlas-gene-1520	xepA	CDS	1345839	1346678	+	43	52	43	52
BSGatlas-gene-1521	xhlA	CDS	1346731	1347000	+	52	0	52	0
BSGatlas-gene-1523	xlyA	CDS	1347289	1348182	+	0	32	0	32
BSGatlas-gene-1525	spoIISB	CDS	1348442	1348612	-	0	17	17	0
BSGatlas-gene-1526	spoIISA	CDS	1348612	1349358	-	40	0	0	40
BSGatlas-gene-1527	pitB	CDS	1349468	1350469	-	0	30	30	0
BSGatlas-gene-1528	ykaA	CDS	1350482	1351099	-	195	0	0	195
BSGatlas-gene-1529	steT	CDS	1351375	1352691	-	64	0	0	64
BSGatlas-gene-153	rulS	CDS	129340	129588	+	56	113	56	113
BSGatlas-gene-1530	mhqA	CDS	1353080	1354030	+	70	38	70	38
BSGatlas-gene-1535	htrA	CDS	1357936	1359285	-	155	52	52	155
BSGatlas-gene-1536	proCC	CDS	1359454	1360272	+	110	34	110	34
BSGatlas-gene-1537	dppA	CDS	1360401	1361225	+	37	16	37	16
BSGatlas-gene-1538	dppB	CDS	1361242	1362168	+	16	0	16	0
BSGatlas-gene-154	rpsL	CDS	129702	130118	+	113	41	113	41
BSGatlas-gene-1540	dppD	CDS	1363141	1364148	+	252	0	252	0
BSGatlas-gene-1541	dppE	CDS	1364151	1365800	+	0	87	0	87
BSGatlas-gene-1542	ldcA	CDS	1365888	1366847	+	87	0	87	0
BSGatlas-gene-1545	ykfD	CDS	1368844	1369833	+	0	1237	0	1237
BSGatlas-gene-1546	pgl	CDS	1369876	1370925	-	89	783	783	89
BSGatlas-gene-1547	ddaH	CDS	1371015	1371875	-	43	89	89	43
BSGatlas-gene-1548	ykhA	CDS	1372035	1372553	+	59	0	59	0
BSGatlas-gene-1549	hmpA	CDS	1372792	1373991	+	157	445	157	445
BSGatlas-gene-155	rpsG	CDS	130160	130630	+	41	53	41	53
BSGatlas-gene-1551	ykjA	CDS	1374437	1375168	+	445	0	445	0
BSGatlas-gene-1552	ykkA	CDS	1375260	1375787	+	27	0	27	0
BSGatlas-gene-1555	gdnC	CDS	1376517	1376855	+	205	0	205	0
BSGatlas-gene-1557	purU	CDS	1377243	1378145	+	41	0	41	0
BSGatlas-gene-1559	proB	CDS	1378496	1379593	+	271	0	271	0
BSGatlas-gene-156	fusA	CDS	130684	132762	+	53	119	53	119
BSGatlas-gene-1561	ohrA	CDS	1380978	1381403	+	28	50	28	50
BSGatlas-gene-1562	ohrR	CDS	1381434	1381877	-	34	39	39	34
BSGatlas-gene-1563	ohrB	CDS	1382020	1382430	+	27	45	27	45
BSGatlas-gene-1564	ykzN	CDS	1382457	1382627	+	26	659	26	659
BSGatlas-gene-1565	guaN	CDS	1382677	1383147	-	25	43	43	25
BSGatlas-gene-1566	metE	CDS	1383320	1385608	-	329	0	0	329
BSGatlas-gene-1568	ispA	CDS	1386024	1386983	-	46	0	0	46
BSGatlas-gene-1569	rsbRB	CDS	1387206	1388039	+	39	0	39	0
BSGatlas-gene-157	tufA	CDS	132882	134072	+	119	18	119	18
BSGatlas-gene-1573	thiU	CDS	1391040	1391642	-	246	0	0	246
BSGatlas-gene-1575	ykoG	CDS	1391953	1392639	+	72	0	72	0
BSGatlas-gene-1577	ykoI	CDS	1394004	1394684	+	0	91	0	91
BSGatlas-gene-1578	ykoJ	CDS	1394776	1395288	+	91	0	91	0
BSGatlas-gene-1579	ykzD	CDS	1395371	1395508	+	32	0	32	0
BSGatlas-gene-158	ybaC	CDS	134171	135127	+	36	0	36	0
BSGatlas-gene-1581	mgtE	CDS	1396013	1397368	+	424	0	424	0
BSGatlas-gene-1582	tnrA	CDS	1397411	1397743	-	417	49	49	417
BSGatlas-gene-1583	ykzB	CDS	1397938	1398093	+	30	87	30	87
BSGatlas-gene-1584	ykoL	CDS	1398181	1398363	+	87	26	87	26
BSGatlas-gene-1585	ykoM	CDS	1398496	1398960	+	84	0	84	0
BSGatlas-gene-1586	ykoN	CDS	1398975	1400096	-	50	0	0	50
BSGatlas-gene-1587	ykoP	CDS	1400188	1400739	+	780	0	780	0
BSGatlas-gene-1589	ykoS	CDS	1401772	1403466	+	76	0	76	0
BSGatlas-gene-1593	dgcW	CDS	1407329	1409731	-	733	0	0	733
BSGatlas-gene-1594	ykoX	CDS	1409912	1410577	+	32	55	32	55
BSGatlas-gene-1596	ykoY	CDS	1410654	1411628	+	48	0	48	0
BSGatlas-gene-1597	sigI	CDS	1411892	1412647	+	117	0	117	0
BSGatlas-gene-1598	rsgI	CDS	1412644	1413789	+	0	371	0	371
BSGatlas-gene-1599	sspD	CDS	1413800	1413994	-	40	53	53	40
BSGatlas-gene-160	rpsJ	CDS	135364	135672	+	195	39	195	39
BSGatlas-gene-1600	htpK	CDS	1414125	1414826	-	82	0	0	82
BSGatlas-gene-1601	htpX	CDS	1414997	1415893	+	47	17	47	17
BSGatlas-gene-1602	ktrD	CDS	1416067	1417416	+	46	0	46	0
BSGatlas-gene-1603	ykzP	CDS	1417561	1417716	+	69	0	69	0
BSGatlas-gene-1604	ykzE	CDS	1417719	1417895	+	0	19	0	19
BSGatlas-gene-1605	ykrP	CDS	1417938	1418960	-	62	0	0	62
BSGatlas-gene-1606	kinE	CDS	1419213	1421429	+	49	0	49	0
BSGatlas-gene-1609	mtnA	CDS	1422172	1423233	-	0	1002	1002	0
BSGatlas-gene-161	rplC	CDS	135712	136341	+	39	27	39	27
BSGatlas-gene-1610	mtnK	CDS	1423241	1424434	-	288	0	0	288
BSGatlas-gene-1612	mtnU	CDS	1424767	1425546	-	31	0	0	31
BSGatlas-gene-1613	mtnE	CDS	1425641	1426837	+	851	0	851	0
BSGatlas-gene-1615	mtnW	CDS	1427061	1428278	+	205	0	205	0
BSGatlas-gene-1618	mtnD	CDS	1429584	1430120	+	0	47	0	47
BSGatlas-gene-1619	ykvA	CDS	1430161	1430481	-	90	228	228	90
BSGatlas-gene-162	rplD	CDS	136369	136992	+	27	0	27	0
BSGatlas-gene-1620	spo0E	CDS	1430684	1430941	+	147	63	147	63
BSGatlas-gene-1622	kinD	CDS	1431486	1433006	-	30	828	828	30
BSGatlas-gene-1623	mhqR	CDS	1433199	1433636	+	967	0	967	0
BSGatlas-gene-1624	motB	CDS	1433676	1434461	-	0	50	50	0
BSGatlas-gene-1625	motA	CDS	1434433	1435245	-	35	299	299	35
BSGatlas-gene-1626	clpE	CDS	1435628	1437727	-	252	236	236	252
BSGatlas-gene-1627	ykvI	CDS	1438092	1439135	+	47	0	47	0
BSGatlas-gene-1629	queC	CDS	1439448	1440107	+	220	0	220	0
BSGatlas-gene-163	rplW	CDS	136992	137279	+	0	31	0	31
BSGatlas-gene-1631	queE	CDS	1440542	1441273	+	0	17	0	17
BSGatlas-gene-1632	queF	CDS	1441291	1441788	+	17	258	17	258
BSGatlas-gene-1633	ykvN	CDS	1442347	1442703	-	49	337	337	49
BSGatlas-gene-1634	ykvO	CDS	1442872	1443618	+	80	78	80	78
BSGatlas-gene-1635	ykvP	CDS	1444099	1445298	+	53	0	53	0
BSGatlas-gene-1636	ykzQ	CDS	1445314	1445541	+	0	96	0	96
BSGatlas-gene-1637	ykvQ	putative-coding	1445638	1446336	+	96	0	96	0
BSGatlas-gene-164	rplB	CDS	137311	138144	+	31	57	31	57
BSGatlas-gene-1641	ykvR	CDS	1447251	1447541	+	37	22	37	22
BSGatlas-gene-1642	ykvS	CDS	1447662	1447847	-	398	64	64	398
BSGatlas-gene-1643	ykzS	CDS	1448013	1448207	+	40	298	40	298
BSGatlas-gene-1644	ykvT	CDS	1448506	1449132	+	298	47	298	47
BSGatlas-gene-1645	ykvU	CDS	1449250	1450587	+	50	50	50	50
BSGatlas-gene-1646	stoA	CDS	1450638	1451135	+	50	37	50	37
BSGatlas-gene-1649	papB	CDS	1453691	1454782	+	46	281	46	281
BSGatlas-gene-165	rpsS	CDS	138202	138480	+	57	16	57	16
BSGatlas-gene-1651	ykvZ	CDS	1455064	1456029	+	281	62	281	62
BSGatlas-gene-1652	glcT	CDS	1456092	1456958	+	62	25	62	25
BSGatlas-gene-1654	ptsG	CDS	1457187	1459286	+	336	97	336	97
BSGatlas-gene-1655	ptsH	CDS	1459384	1459650	+	97	0	97	0
BSGatlas-gene-1656	ptsI	CDS	1459650	1461362	+	0	50	0	50
BSGatlas-gene-1657	splA	CDS	1461453	1461692	+	17	77	17	77
BSGatlas-gene-1658	splB	CDS	1461770	1462798	+	77	42	77	42
BSGatlas-gene-1659	ykwB	CDS	1462813	1463493	-	588	1374	1374	588
BSGatlas-gene-166	rplV	CDS	138497	138838	+	16	0	16	0
BSGatlas-gene-1661	ohaC	CDS	1465733	1466599	+	67	0	67	0
BSGatlas-gene-1662	ykwD	CDS	1466638	1467411	-	1643	952	952	1643
BSGatlas-gene-1665	kinA	CDS	1470026	1471846	+	58	39	58	39
BSGatlas-gene-1666	dapX	CDS	1471857	1473038	-	201	0	0	201
BSGatlas-gene-1667	ykzT	CDS	1473240	1473401	-	37	201	201	37
BSGatlas-gene-1668	cheV	CDS	1473605	1474516	+	33	51	33	51
BSGatlas-gene-1669	kre	CDS	1474560	1475024	-	41	973	973	41
BSGatlas-gene-1670	ykuC	CDS	1475150	1476442	-	75	0	0	75
BSGatlas-gene-1671	ltdD	CDS	1476518	1477012	-	56	75	75	56
BSGatlas-gene-1672	ppeE	CDS	1477069	1477929	-	35	56	56	35
BSGatlas-gene-1673	fadH	CDS	1478072	1478836	+	39	300	39	300
BSGatlas-gene-1674	ykuG	CDS	1479137	1480867	+	300	65	300	65
BSGatlas-gene-1675	ykzU	CDS	1480933	1481451	+	65	56	65	56
BSGatlas-gene-1676	ykuH	CDS	1481547	1482095	+	33	152	33	152
BSGatlas-gene-1677	ykuI	CDS	1482248	1483471	+	152	0	152	0
BSGatlas-gene-1679	ykuJ	CDS	1484117	1484356	+	447	109	447	109
BSGatlas-gene-1680	ykuK	CDS	1484466	1484984	+	109	133	109	133
BSGatlas-gene-1681	abbA	CDS	1485118	1485315	+	133	137	133	137
BSGatlas-gene-1682	ykuL	CDS	1485453	1485896	+	137	148	137	148
BSGatlas-gene-1683	ccpC	CDS	1486045	1486926	+	148	34	148	34
BSGatlas-gene-1684	fldN	CDS	1487038	1487514	+	42	0	42	0
BSGatlas-gene-1686	fldP	CDS	1488413	1488868	+	0	17	0	17
BSGatlas-gene-1687	dapH	CDS	1488973	1489683	+	45	69	45	69
BSGatlas-gene-1688	dapI	CDS	1489753	1490877	+	69	61	69	61
BSGatlas-gene-1689	ykuS	CDS	1490939	1491184	+	61	0	61	0
BSGatlas-gene-169	rpmC	CDS	139924	140124	+	0	22	0	22
BSGatlas-gene-1690	mscT	CDS	1491221	1492024	-	61	0	0	61
BSGatlas-gene-1691	ahpA	CDS	1492261	1492803	+	93	71	93	71
BSGatlas-gene-1692	ykuV	CDS	1492875	1493321	+	71	31	71	31
BSGatlas-gene-1693	rok	CDS	1493787	1494362	+	54	51	54	51
BSGatlas-gene-1694	sppO	CDS	1494403	1495368	-	21	43	43	21
BSGatlas-gene-1695	mobA	CDS	1495505	1496104	+	769	50	769	50
BSGatlas-gene-1696	moeB	CDS	1496155	1497174	+	50	17	50	17
BSGatlas-gene-1697	moeA	CDS	1497192	1498484	+	17	0	17	0
BSGatlas-gene-17	yaaC	CDS	14847	15794	-	192	0	0	192
BSGatlas-gene-170	rpsQ	CDS	140147	140410	+	22	40	22	40
BSGatlas-gene-1701	yknU	CDS	1499889	1501646	+	150	0	150	0
BSGatlas-gene-1702	yknV	CDS	1501658	1503472	+	0	109	0	109
BSGatlas-gene-1703	skiW	CDS	1503582	1504277	+	109	0	109	0
BSGatlas-gene-1706	skiZ	CDS	1506105	1507298	+	0	37	0	37
BSGatlas-gene-1707	fruR	CDS	1507578	1508333	+	204	0	204	0
BSGatlas-gene-1709	fruA	CDS	1509256	1511163	+	0	47	0	47
BSGatlas-gene-171	rplNA	CDS	140451	140819	+	40	37	40	37
BSGatlas-gene-1710	sipT	CDS	1511308	1511889	+	56	46	56	46
BSGatlas-gene-1711	ykoA	CDS	1511923	1512192	-	67	18	18	67
BSGatlas-gene-1712	ykpA	CDS	1512373	1513995	+	41	56	41	56
BSGatlas-gene-1713	panE	CDS	1514052	1514963	+	56	28	56	28
BSGatlas-gene-1714	ampS	CDS	1514997	1516229	-	43	0	0	43
BSGatlas-gene-1715	ykpC	CDS	1516339	1516473	-	100	0	0	100
BSGatlas-gene-1716	mreBH	CDS	1516574	1517581	-	47	100	100	47
BSGatlas-gene-1717	abhA	CDS	1517865	1518143	+	64	54	64	54
BSGatlas-gene-1719	kinC	CDS	1518333	1519619	+	26	0	26	0
BSGatlas-gene-172	rplX	CDS	140857	141168	+	37	26	37	26
BSGatlas-gene-1720	ykqA	CDS	1519635	1520468	+	0	62	0	62
BSGatlas-gene-1721	ktrC	CDS	1520531	1521196	+	62	0	62	0
BSGatlas-gene-1722	adeC	CDS	1521351	1523084	+	32	0	32	0
BSGatlas-gene-1723	rnjA	CDS	1523118	1524785	-	0	673	673	0
BSGatlas-gene-1724	rnpZA	CDS	1524791	1525000	-	240	0	0	240
BSGatlas-gene-1725	ykrA	CDS	1525386	1526159	+	39	698	39	698
BSGatlas-gene-1726	defB	CDS	1526195	1526749	-	33	0	0	33
BSGatlas-gene-1729	ykyA	CDS	1527231	1527902	+	178	0	178	0
BSGatlas-gene-173	rplE	CDS	141195	141734	+	26	22	26	22
BSGatlas-gene-1730	pdhA	CDS	1528326	1529441	+	227	0	227	0
BSGatlas-gene-1731	pdhB	CDS	1529445	1530422	+	0	114	0	114
BSGatlas-gene-1732	pdhC	CDS	1530537	1531865	+	114	0	114	0
BSGatlas-gene-1733	pdhD	CDS	1531870	1533282	+	0	55	0	55
BSGatlas-gene-1734	slp	CDS	1533327	1533701	-	42	0	0	42
BSGatlas-gene-1737	speA	CDS	1534279	1535751	-	97	330	330	97
BSGatlas-gene-1738	yktA	CDS	1535936	1536202	+	61	0	61	0
BSGatlas-gene-1739	yktB	CDS	1536235	1536873	-	444	0	0	444
BSGatlas-gene-174	rpsNA	CDS	141757	141942	+	22	31	22	31
BSGatlas-gene-1740	ykzI	CDS	1537113	1537301	+	149	16	149	16
BSGatlas-gene-1741	suhB	CDS	1537441	1538238	+	48	25	48	25
BSGatlas-gene-1742	ykzC	CDS	1538264	1538692	+	25	988	25	988
BSGatlas-gene-1743	yktD	CDS	1538770	1539684	-	75	1675	1675	75
BSGatlas-gene-1744	nprE	CDS	1540036	1541601	-	47	45	45	47
BSGatlas-gene-1745	ylaA	CDS	1541886	1543826	+	25	0	25	0
BSGatlas-gene-1748	sigQ	CDS	1544603	1544896	+	0	46	0	46
BSGatlas-gene-1749	ylaE	CDS	1544936	1545547	-	42	0	0	42
BSGatlas-gene-175	rpsH	CDS	141974	142372	+	31	29	31	29
BSGatlas-gene-1750	ylaF	CDS	1545820	1546008	-	40	40	40	40
BSGatlas-gene-1751	bipA	CDS	1546121	1547959	+	40	56	40	56
BSGatlas-gene-1752	ylaH	CDS	1548016	1548333	+	56	0	56	0
BSGatlas-gene-1753	ylaI	CDS	1548389	1548598	-	30	30	30	30
BSGatlas-gene-1754	ylaJ	CDS	1548681	1549310	-	41	37	37	41
BSGatlas-gene-1755	ylaK	CDS	1549465	1550793	+	83	591	83	591
BSGatlas-gene-1756	ylaL	CDS	1550797	1551282	-	41	128	128	41
BSGatlas-gene-1757	glsB	CDS	1551385	1552314	+	591	0	591	0
BSGatlas-gene-1758	ylaN	CDS	1552412	1552693	+	505	0	505	0
BSGatlas-gene-1759	ftsW	CDS	1552899	1554110	+	128	74	128	74
BSGatlas-gene-176	rplF	CDS	142402	142941	+	29	32	29	32
BSGatlas-gene-1760	pycA	CDS	1554185	1557631	+	74	52	74	52
BSGatlas-gene-1761	ctaA	CDS	1558034	1558954	-	43	369	369	43
BSGatlas-gene-1762	ctaB	CDS	1559309	1560226	+	199	239	199	239
BSGatlas-gene-1763	ctaC	CDS	1560466	1561536	+	239	32	239	32
BSGatlas-gene-1764	ctaD	CDS	1561569	1563437	+	32	0	32	0
BSGatlas-gene-1766	ctaF	CDS	1564063	1564395	+	0	26	0	26
BSGatlas-gene-1767	ctaG	CDS	1564422	1565315	+	26	41	26	41
BSGatlas-gene-1768	ylbA	CDS	1565347	1565709	-	1639	0	0	1639
BSGatlas-gene-1769	ylbB	CDS	1565849	1566295	+	95	83	95	83
BSGatlas-gene-177	rplR	CDS	142974	143336	+	32	24	32	24
BSGatlas-gene-1770	ylbC	CDS	1566379	1567419	+	83	44	83	44
BSGatlas-gene-1771	ylbD	CDS	1567651	1568049	+	31	0	31	0
BSGatlas-gene-1772	ylbE	CDS	1568065	1568304	+	0	35	0	35
BSGatlas-gene-1773	ricF	CDS	1568420	1568869	+	27	54	27	54
BSGatlas-gene-1774	ylbG	CDS	1568924	1569196	+	54	0	54	0
BSGatlas-gene-1777	rsmD	CDS	1569519	1570073	+	199	0	199	0
BSGatlas-gene-1779	spoVV	CDS	1570574	1571800	-	102	32	32	102
BSGatlas-gene-178	rpsE	CDS	143361	143861	+	24	0	24	0
BSGatlas-gene-1780	ylbK	CDS	1571981	1572763	+	131	0	131	0
BSGatlas-gene-1781	ylbL	CDS	1572765	1573790	+	192	0	192	0
BSGatlas-gene-1782	ylbM	CDS	1573807	1575054	-	84	0	0	84
BSGatlas-gene-1783	ylzH	CDS	1575051	1575236	-	771	0	0	771
BSGatlas-gene-1784	ylbN	CDS	1575264	1575782	+	270	21	270	21
BSGatlas-gene-1785	rpmF	CDS	1575804	1575983	+	21	0	21	0
BSGatlas-gene-1786	gerR	CDS	1576129	1576710	+	44	552	44	552
BSGatlas-gene-1787	ylbP	CDS	1576767	1577249	-	43	0	0	43
BSGatlas-gene-1788	panE	CDS	1577409	1578305	+	25	70	25	70
BSGatlas-gene-1789	bshC	CDS	1578376	1579995	+	70	36	70	36
BSGatlas-gene-179	rpmD	CDS	143875	144054	+	0	30	0	30
BSGatlas-gene-1790	mraZ	CDS	1580121	1580552	+	75	69	75	69
BSGatlas-gene-1791	rsmH	CDS	1580622	1581557	+	69	39	69	39
BSGatlas-gene-1793	ftsL	CDS	1581597	1581950	+	39	0	39	0
BSGatlas-gene-1794	pbpB	CDS	1581947	1584097	+	0	44	0	44
BSGatlas-gene-1795	spoVD	CDS	1584214	1586154	+	29	29	29	29
BSGatlas-gene-1796	murE	CDS	1586330	1587814	+	354	111	354	111
BSGatlas-gene-1797	mraY	CDS	1587926	1588900	+	111	0	111	0
BSGatlas-gene-1798	murD	CDS	1588901	1590256	+	0	60	0	60
BSGatlas-gene-1799	spoVE	CDS	1590317	1591417	+	201	122	201	122
BSGatlas-gene-18	guaB	CDS	15915	17381	+	46	65	46	65
BSGatlas-gene-180	rplO	CDS	144085	144525	+	30	0	30	0
BSGatlas-gene-1800	murG	CDS	1591540	1592631	+	122	31	122	31
BSGatlas-gene-1801	murB	CDS	1592663	1593574	+	551	129	551	129
BSGatlas-gene-1802	divIB	CDS	1593704	1594495	+	129	0	129	0
BSGatlas-gene-1803	ylxW	CDS	1594492	1595187	+	0	22	0	22
BSGatlas-gene-1804	ylxX	CDS	1595210	1595917	+	22	17	22	17
BSGatlas-gene-1805	sbp	CDS	1595935	1596300	+	17	0	17	0
BSGatlas-gene-1807	ftsA	CDS	1596474	1597796	+	28	35	28	35
BSGatlas-gene-1808	ftsZ	CDS	1597832	1598980	+	35	33	35	33
BSGatlas-gene-1809	bpr	CDS	1599283	1603584	+	105	20	105	20
BSGatlas-gene-181	secY	CDS	144527	145822	+	0	54	0	54
BSGatlas-gene-1811	spoIIGA	CDS	1603779	1604708	+	46	62	46	62
BSGatlas-gene-1812	sigE	CDS	1604771	1605490	+	62	139	62	139
BSGatlas-gene-1813	sigG	CDS	1605630	1606412	+	139	50	139	50
BSGatlas-gene-1814	ylmA	CDS	1606560	1607354	+	55	0	55	0
BSGatlas-gene-1816	thiQ	CDS	1607556	1608836	+	259	0	259	0
BSGatlas-gene-1817	ylmC	CDS	1608919	1609164	+	38	0	38	0
BSGatlas-gene-1818	ylmD	CDS	1609327	1610163	+	163	0	163	0
BSGatlas-gene-182	adk	CDS	145877	146530	+	54	0	54	0
BSGatlas-gene-1821	ylmG	CDS	1611321	1611593	+	0	60	0	60
BSGatlas-gene-1822	ylmH	CDS	1611654	1612427	+	60	0	60	0
BSGatlas-gene-1823	divIVA	CDS	1612521	1613015	+	335	0	335	0
BSGatlas-gene-1825	ileS	CDS	1613357	1616122	+	302	0	302	0
BSGatlas-gene-1826	ylyA	CDS	1616267	1616641	+	44	0	44	0
BSGatlas-gene-1827	lspA	CDS	1616744	1617208	+	53	0	53	0
BSGatlas-gene-1828	rluD	CDS	1617210	1618121	+	0	38	0	38
BSGatlas-gene-183	mapA	CDS	146527	147273	+	0	38	0	38
BSGatlas-gene-1830	pyrR	CDS	1618304	1618849	+	151	0	151	0
BSGatlas-gene-1832	pyrP	CDS	1619023	1620330	+	51	0	51	0
BSGatlas-gene-1834	pyrB	CDS	1620476	1621390	+	30	0	30	0
BSGatlas-gene-184	ybzG	CDS	147312	147536	+	38	48	38	48
BSGatlas-gene-1841	pyrE	CDS	1629320	1629970	+	0	86	0	86
BSGatlas-gene-1843	cysH	CDS	1630382	1631083	+	280	0	280	0
BSGatlas-gene-1844	cysP	CDS	1631095	1632159	+	0	48	0	48
BSGatlas-gene-1845	sat	CDS	1632208	1633356	+	48	0	48	0
BSGatlas-gene-1846	cysC	CDS	1633369	1633962	+	0	98	0	98
BSGatlas-gene-1847	sumT	CDS	1634061	1634834	+	98	0	98	0
BSGatlas-gene-1848	sirB	CDS	1634837	1635622	+	76	0	76	0
BSGatlas-gene-1849	sirC	CDS	1635603	1636091	+	0	40	0	40
BSGatlas-gene-185	infA	CDS	147585	147803	+	48	33	48	33
BSGatlas-gene-1850	fbnA	CDS	1636131	1637849	-	1533	36	36	1533
BSGatlas-gene-1851	tcaB	CDS	1637965	1640637	+	56	82	56	82
BSGatlas-gene-1852	yloC	CDS	1640720	1641595	+	82	76	82	76
BSGatlas-gene-1853	remA	CDS	1641672	1641941	+	76	0	76	0
BSGatlas-gene-1855	rpoZ	CDS	1642567	1642770	+	0	80	0	80
BSGatlas-gene-1856	coaBC	CDS	1642851	1644071	+	80	0	80	0
BSGatlas-gene-1858	priA	CDS	1644068	1646485	+	0	26	0	26
BSGatlas-gene-1859	defA	CDS	1646512	1646994	+	146	0	146	0
BSGatlas-gene-186	rpmJ	CDS	147837	147950	+	33	22	33	22
BSGatlas-gene-1862	rlmN	CDS	1649286	1650377	+	0	83	0	83
BSGatlas-gene-1865	rsgA	CDS	1653103	1653999	+	71	0	71	0
BSGatlas-gene-1866	rpe	CDS	1654004	1654657	+	0	72	0	72
BSGatlas-gene-1867	thiN	CDS	1654730	1655374	+	72	0	72	0
BSGatlas-gene-1868	spoVM	CDS	1655446	1655526	+	295	83	295	83
BSGatlas-gene-1869	rpmB	CDS	1655599	1655787	-	94	0	0	94
BSGatlas-gene-187	rpsM	CDS	147973	148338	+	22	20	22	20
